Code,Status,Country Name,Country Code,Category,KeyWord to Search,Document Title,Exists?,Type,Publication Date,Publication Year,,Start Year,End Year,Language,Link
XXK-NEPF--,,Kosovo,XXK,NEPF,intitle:'Kosovo Energy Policy Frameworks',,,,,,,,,,
XXK-NRER--,,Kosovo,XXK,NRER,intitle:'Kosovo Renewable Energy Roadmap',,,,,,,,,,
XXK-NREIP--,,Kosovo,XXK,NREIP,intitle:'Kosovo Renewable Energy Investment Plan',,,,,,,,,,
XXK-AREA--,,Kosovo,XXK,AREA,intitle:'Kosovo Atomic Energy Regulatory Act',,,,,,,,,,
XXK-ASE--,,Kosovo,XXK,ASE,intitle:'Kosovo Achieving Sustainable Energ',,,,,,,,,,
XXK-LCEDP--,,Kosovo,XXK,LCEDP,intitle:'Kosovo Least Cost Energy Development Plan',,,,,,,,,,
XXK-NECP--,,Kosovo,XXK,NECP,intitle:'Kosovo Energy and Climate Plan',,,,,,,,,,
XXK-NEDS--,,Kosovo,XXK,NEDS,intitle:'Kosovo Energy Development Strategy',,,,,,,,,,
XXK-NGP--,,Kosovo,XXK,NGP,intitle:'Kosovo Gas Policy',,,,,,,,,,
XXK-NREAP--,,Kosovo,XXK,NREAP,intitle:'Kosovo Renewable Energy Action Plan',,,,,,,,,,
XXK-NREDS--,,Kosovo,XXK,NREDS,intitle:'Kosovo Renewable Energy Development Strategy',,,,,,,,,,
XXK-NREEP--,,Kosovo,XXK,NREEP,intitle:'Kosovo Rational and Efficient use of Energy Plan',,,,,,,,,,
XXK-NRES--,,Kosovo,XXK,NRES,intitle:'Kosovo /Renewable Energy Strategy',,,,,,,,,,
XXK-SREP--,,Kosovo,XXK,SREP,intitle:'Kosovo Scaling Up Renewable Energy Program',,,,,,,,,,
XXK-NSESDSP--,,Kosovo,XXK,NSESDSP,intitle:'Kosovo SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
XXK-SEP--,,Kosovo,XXK,SEP,intitle:'Kosovo Sustainable Energy Project',,,,,,,,,,
XXK-NER--,,Kosovo,XXK,NER,intitle:'Kosovo Energy Roadmap',,,,,,,,,,
XXK-NEPEAP--,,Kosovo,XXK,NEPEAP,intitle:'Kosovo Energy Policy and Energy Action Plan',,,,,,,,,,
XXK-NSAPES--,,Kosovo,XXK,NSAPES,intitle:'Kosovo Strategic Action Plan Energy Sector',,,,,,,,,,
XXK-NREEEP--,,Kosovo,XXK,NREEEP,intitle:'Kosovo Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
XXK-NSP--,,Kosovo,XXK,NSP,intitle:'Kosovo Strategic Plan',,,,,,,,,,
XXK-NEAP--,,Kosovo,XXK,NEAP,intitle:'Kosovo Energy Action Plan',,,,,,,,,,
KWT-CPD-2020-EN,,Kuwait,KWT,CPD,,,Y,Text,3-6 February 2020,2020,,2020,2024,EN,https://digitallibrary.un.org/record/3841333/files/DP_DCP_KWT_3-EN.pdf?ln=en
KWT-CPD-2020-SP,,Kuwait,KWT,CPD,,,Y,Text,3-6 February 2020,2020,,2020,2024,SP,https://digitallibrary.un.org/record/3841333/files/DP_DCP_KWT_3-ES.pdf?ln=en
KWT-CPD-2020-FR,,Kuwait,KWT,CPD,,,Y,Text,3-6 February 2020,2020,,2020,2024,FR,https://digitallibrary.un.org/record/3841333/files/DP_DCP_KWT_3-FR.pdf?ln=en
KWT-NEP--,,Kuwait,KWT,NEP,intitle:'Kuwait Energy Policy',,,,,,,,,,
KWT-NREP--,,Kuwait,KWT,NREP,intitle:'Kuwait Renewable Energy Policy',,,,,,,,,,
KWT-NREPl--,,Kuwait,KWT,NREPl,intitle:'Kuwait Renewable Energy Plan',,,,,,,,,,
KWT-NETS--,,Kuwait,KWT,NETS,intitle:'Kuwait Energy Transition Strategy',,,,,,,,,,
KWT-NES--,,Kuwait,KWT,NES,intitle:'Kuwait Energy Strategy',,,,,,,,,,
KWT-NEEP--,,Kuwait,KWT,NEEP,intitle:'Kuwait Energy Efficiency Plan',,,,,,,,,,
KWT-NEPro--,,Kuwait,KWT,NEPro,intitle:'Kuwait Energy Profile',,,,,,,,,,
KWT-NEPF--,,Kuwait,KWT,NEPF,intitle:'Kuwait Energy Policy Frameworks',,,,,,,,,,
KWT-NRER--,,Kuwait,KWT,NRER,intitle:'Kuwait Renewable Energy Roadmap',,,,,,,,,,
KWT-NREIP--,,Kuwait,KWT,NREIP,intitle:'Kuwait Renewable Energy Investment Plan',,,,,,,,,,
KWT-AREA--,,Kuwait,KWT,AREA,intitle:'Kuwait Atomic Energy Regulatory Act',,,,,,,,,,
KWT-ASE--,,Kuwait,KWT,ASE,intitle:'Kuwait Achieving Sustainable Energ',,,,,,,,,,
KWT-LCEDP--,,Kuwait,KWT,LCEDP,intitle:'Kuwait Least Cost Energy Development Plan',,,,,,,,,,
KWT-NECP--,,Kuwait,KWT,NECP,intitle:'Kuwait Energy and Climate Plan',,,,,,,,,,
KWT-NEDS--,,Kuwait,KWT,NEDS,intitle:'Kuwait Energy Development Strategy',,,,,,,,,,
KWT-NGP--,,Kuwait,KWT,NGP,intitle:'Kuwait Gas Policy',,,,,,,,,,
KWT-NREAP--,,Kuwait,KWT,NREAP,intitle:'Kuwait Renewable Energy Action Plan',,,,,,,,,,
KWT-NREDS--,,Kuwait,KWT,NREDS,intitle:'Kuwait Renewable Energy Development Strategy',,,,,,,,,,
KWT-NREEP--,,Kuwait,KWT,NREEP,intitle:'Kuwait Rational and Efficient use of Energy Plan',,,,,,,,,,
KWT-NRES--,,Kuwait,KWT,NRES,intitle:'Kuwait /Renewable Energy Strategy',,,,,,,,,,
KWT-SREP--,,Kuwait,KWT,SREP,intitle:'Kuwait Scaling Up Renewable Energy Program',,,,,,,,,,
KWT-NSESDSP--,,Kuwait,KWT,NSESDSP,intitle:'Kuwait SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
KWT-SEP--,,Kuwait,KWT,SEP,intitle:'Kuwait Sustainable Energy Project',,,,,,,,,,
KWT-NER--,,Kuwait,KWT,NER,intitle:'Kuwait Energy Roadmap',,,,,,,,,,
KWT-NEPEAP--,,Kuwait,KWT,NEPEAP,intitle:'Kuwait Energy Policy and Energy Action Plan',,,,,,,,,,
KWT-NSAPES--,,Kuwait,KWT,NSAPES,intitle:'Kuwait Strategic Action Plan Energy Sector',,,,,,,,,,
KWT-NREEEP--,,Kuwait,KWT,NREEEP,intitle:'Kuwait Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
KWT-NSP--,,Kuwait,KWT,NSP,intitle:'Kuwait Strategic Plan',,,,,,,,,,
KWT-NEAP--,,Kuwait,KWT,NEAP,intitle:'Kuwait Energy Action Plan',,,,,,,,,,
KGZ-CPD-2022-EN,,Kyrgyzstan,KGZ,CPD,,,Y,Text,29 August to 1 September 2022,2022,,2023,2027,EN,https://digitallibrary.un.org/record/3982624/files/DP_DCP_KGZ_4-EN.pdf?ln=en
KGZ-CPD-2022-FR,,Kyrgyzstan,KGZ,CPD,,,Y,Text,29 August to 1 September 2022,2022,,2023,2027,FR,https://digitallibrary.un.org/record/3982624/files/DP_DCP_KGZ_4-FR.pdf?ln=en
KGZ-CPD-2022-SP,,Kyrgyzstan,KGZ,CPD,,,Y,Text,29 August to 1 September 2022,2022,,2023,2027,SP,https://digitallibrary.un.org/record/3982624/files/DP_DCP_KGZ_4-ES.pdf?ln=en
KGZ-NEP-2015-EN,,Kyrgyzstan,KGZ,NEP,,,Y,Text,2015,2015,,,,EN,https://policy.asiapacificenergy.org/sites/default/files/Law%20on%20Energy%20No.%2056%20of%201996%20%282015%20Ed.%29%20%28EN%29.pdf
KGZ-NEPro-2022-EN,,Kyrgyzstan,KGZ,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Asia/Kyrgyzstan_Asia_RE_SP.pdf?country=Kyrgyzstan&regionID=&countryID=3e5202b4-351a-4f10-b8fb-027e6ed2f95e
KGZ-NEP--,,Kyrgyzstan,KGZ,NEP,intitle:'Kyrgyzstan Energy Policy',,,,,,,,,,
KGZ-NREP-2022-EN,,Kyrgyzstan,KGZ,NREP,,,Y,Data,2022,2022,,2022,2050,EN,https://mc-cd8320d4-36a1-40ac-83cc-3389-cdn-endpoint.azureedge.net/-/media/Files/IRENA/Agency/Publication/2022/Dec/IRENA_RRA_Kyrgyz_Republic_2022.pdf?rev=bb6c38e07f82488d9da27af0c901448a
KGZ-NREPl--,,Kyrgyzstan,KGZ,NREPl,intitle:'Kyrgyzstan Renewable Energy Plan',,,,,,,,,,
KGZ-NETS--,,Kyrgyzstan,KGZ,NETS,intitle:'Kyrgyzstan Energy Transition Strategy',,,,,,,,,,
KGZ-NES--,,Kyrgyzstan,KGZ,NES,intitle:'Kyrgyzstan Energy Strategy',,,,,,,,,,
KGZ-NEEP--,,Kyrgyzstan,KGZ,NEEP,intitle:'Kyrgyzstan Energy Efficiency Plan',,,,,,,,,,
KGZ-NEPF--,,Kyrgyzstan,KGZ,NEPF,intitle:'Kyrgyzstan Energy Policy Frameworks',,,,,,,,,,
KGZ-NRER--,,Kyrgyzstan,KGZ,NRER,intitle:'Kyrgyzstan Renewable Energy Roadmap',,,,,,,,,,
KGZ-NREIP--,,Kyrgyzstan,KGZ,NREIP,intitle:'Kyrgyzstan Renewable Energy Investment Plan',,,,,,,,,,
KGZ-AREA--,,Kyrgyzstan,KGZ,AREA,intitle:'Kyrgyzstan Atomic Energy Regulatory Act',,,,,,,,,,
KGZ-ASE--,,Kyrgyzstan,KGZ,ASE,intitle:'Kyrgyzstan Achieving Sustainable Energ',,,,,,,,,,
KGZ-LCEDP--,,Kyrgyzstan,KGZ,LCEDP,intitle:'Kyrgyzstan Least Cost Energy Development Plan',,,,,,,,,,
KGZ-NECP--,,Kyrgyzstan,KGZ,NECP,intitle:'Kyrgyzstan Energy and Climate Plan',,,,,,,,,,
KGZ-NEDS--,,Kyrgyzstan,KGZ,NEDS,intitle:'Kyrgyzstan Energy Development Strategy',,,,,,,,,,
KGZ-NGP--,,Kyrgyzstan,KGZ,NGP,intitle:'Kyrgyzstan Gas Policy',,,,,,,,,,
KGZ-NREAP--,,Kyrgyzstan,KGZ,NREAP,intitle:'Kyrgyzstan Renewable Energy Action Plan',,,,,,,,,,
KGZ-NREDS--,,Kyrgyzstan,KGZ,NREDS,intitle:'Kyrgyzstan Renewable Energy Development Strategy',,,,,,,,,,
KGZ-NREEP--,,Kyrgyzstan,KGZ,NREEP,intitle:'Kyrgyzstan Rational and Efficient use of Energy Plan',,,,,,,,,,
KGZ-NRES--,,Kyrgyzstan,KGZ,NRES,intitle:'Kyrgyzstan /Renewable Energy Strategy',,,,,,,,,,
KGZ-SREP--,,Kyrgyzstan,KGZ,SREP,intitle:'Kyrgyzstan Scaling Up Renewable Energy Program',,,,,,,,,,
KGZ-NSESDSP--,,Kyrgyzstan,KGZ,NSESDSP,intitle:'Kyrgyzstan SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
KGZ-SEP--,,Kyrgyzstan,KGZ,SEP,intitle:'Kyrgyzstan Sustainable Energy Project',,,,,,,,,,
KGZ-NER--,,Kyrgyzstan,KGZ,NER,intitle:'Kyrgyzstan Energy Roadmap',,,,,,,,,,
KGZ-NEPEAP--,,Kyrgyzstan,KGZ,NEPEAP,intitle:'Kyrgyzstan Energy Policy and Energy Action Plan',,,,,,,,,,
KGZ-NSAPES--,,Kyrgyzstan,KGZ,NSAPES,intitle:'Kyrgyzstan Strategic Action Plan Energy Sector',,,,,,,,,,
KGZ-NREEEP--,,Kyrgyzstan,KGZ,NREEEP,intitle:'Kyrgyzstan Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
KGZ-NSP--,,Kyrgyzstan,KGZ,NSP,intitle:'Kyrgyzstan Strategic Plan',,,,,,,,,,
KGZ-NEAP--,,Kyrgyzstan,KGZ,NEAP,intitle:'Kyrgyzstan Energy Action Plan',,,,,,,,,,
LAO-CPD-2021-EN,,Lao PDR,LAO,CPD,,,Y,Text,30 August to 2 September 2021,2021,,2022,2026,EN,https://digitallibrary.un.org/record/3933171/files/DP_DCP_LAO_4-EN.pdf?ln=en
LAO-CPD-2021-SP,,Lao PDR,LAO,CPD,,,Y,Text,30 August to 2 September 2021,2021,,2022,2026,SP,https://digitallibrary.un.org/record/3933171/files/DP_DCP_LAO_4-ES.pdf?ln=en
LAO-CPD-2021-FR,,Lao PDR,LAO,CPD,,,Y,Text,30 August to 2 September 2021,2021,,2022,2026,FR,https://digitallibrary.un.org/record/3933171/files/DP_DCP_LAO_4-FR.pdf?ln=en
LAO-NREDS-2011-EN,,Lao PDR,LAO,NREDS,,,Y,Text,2011,2011,,2011,2025,EN,https://policy.asiapacificenergy.org/sites/default/files/LIRE-Renewable_Energy_Development_Strategy_in_Lao_PDR.pdf
LAO-NEPro-2022-EN,,Lao PDR,LAO,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Asia/Lao-Peoples-Democratic-RepublicAsiaRESP.pdf?country=Lao+People%27s+Democratic+Republic&regionID=&countryID=5991133f-3e23-4f8d-9e33-ed859f67552e
LAO-NEP--,,Lao PDR,LAO,NEP,intitle:'Lao PDR Energy Policy',,,,,,,,,,
LAO-NREP--,,Lao PDR,LAO,NREP,intitle:'Lao PDR Renewable Energy Policy',,,,,,,,,,
LAO-NREPl--,,Lao PDR,LAO,NREPl,intitle:'Lao PDR Renewable Energy Plan',,,,,,,,,,
LAO-NETS--,,Lao PDR,LAO,NETS,intitle:'Lao PDR Energy Transition Strategy',,,,,,,,,,
LAO-NES--,,Lao PDR,LAO,NES,intitle:'Lao PDR Energy Strategy',,,,,,,,,,
LAO-NEEP--,,Lao PDR,LAO,NEEP,intitle:'Lao PDR Energy Efficiency Plan',,,,,,,,,,
LAO-NEPF--,,Lao PDR,LAO,NEPF,intitle:'Lao PDR Energy Policy Frameworks',,,,,,,,,,
LAO-NRER--,,Lao PDR,LAO,NRER,intitle:'Lao PDR Renewable Energy Roadmap',,,,,,,,,,
LAO-NREIP--,,Lao PDR,LAO,NREIP,intitle:'Lao PDR Renewable Energy Investment Plan',,,,,,,,,,
LAO-AREA--,,Lao PDR,LAO,AREA,intitle:'Lao PDR Atomic Energy Regulatory Act',,,,,,,,,,
LAO-ASE--,,Lao PDR,LAO,ASE,intitle:'Lao PDR Achieving Sustainable Energ',,,,,,,,,,
LAO-LCEDP--,,Lao PDR,LAO,LCEDP,intitle:'Lao PDR Least Cost Energy Development Plan',,,,,,,,,,
LAO-NECP--,,Lao PDR,LAO,NECP,intitle:'Lao PDR Energy and Climate Plan',,,,,,,,,,
LAO-NEDS--,,Lao PDR,LAO,NEDS,intitle:'Lao PDR Energy Development Strategy',,,,,,,,,,
LAO-NGP--,,Lao PDR,LAO,NGP,intitle:'Lao PDR Gas Policy',,,,,,,,,,
LAO-NREAP--,,Lao PDR,LAO,NREAP,intitle:'Lao PDR Renewable Energy Action Plan',,,,,,,,,,
LAO-NREDS--,,Lao PDR,LAO,NREDS,intitle:'Lao PDR Renewable Energy Development Strategy',,,,,,,,,,
LAO-NREEP--,,Lao PDR,LAO,NREEP,intitle:'Lao PDR Rational and Efficient use of Energy Plan',,,,,,,,,,
LAO-NRES--,,Lao PDR,LAO,NRES,intitle:'Lao PDR /Renewable Energy Strategy',,,,,,,,,,
LAO-SREP--,,Lao PDR,LAO,SREP,intitle:'Lao PDR Scaling Up Renewable Energy Program',,,,,,,,,,
LAO-NSESDSP--,,Lao PDR,LAO,NSESDSP,intitle:'Lao PDR SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
LAO-SEP--,,Lao PDR,LAO,SEP,intitle:'Lao PDR Sustainable Energy Project',,,,,,,,,,
LAO-NER--,,Lao PDR,LAO,NER,intitle:'Lao PDR Energy Roadmap',,,,,,,,,,
LAO-NEPEAP--,,Lao PDR,LAO,NEPEAP,intitle:'Lao PDR Energy Policy and Energy Action Plan',,,,,,,,,,
LAO-NSAPES--,,Lao PDR,LAO,NSAPES,intitle:'Lao PDR Strategic Action Plan Energy Sector',,,,,,,,,,
LAO-NREEEP--,,Lao PDR,LAO,NREEEP,intitle:'Lao PDR Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
LAO-NSP--,,Lao PDR,LAO,NSP,intitle:'Lao PDR Strategic Plan',,,,,,,,,,
LAO-NEAP--,,Lao PDR,LAO,NEAP,intitle:'Lao PDR Energy Action Plan',,,,,,,,,,
LAC-CPD-2022-EN,,Latin America and the Caribbean,LAC,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2025,EN,https://www.undp.org/sites/g/files/zskgke326/files/2022-08/RBLAC-Regional-Programme-2022-2025-EN.pdf
LAC-CPD-2022-SP,,Latin America and the Caribbean,LAC,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2025,SP,https://www.undp.org/sites/g/files/zskgke326/files/2022-08/rblac-regional-programme-2022-2025-esp.pdf
LAC-CPD-2022-FR,,Latin America and the Caribbean,LAC,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2025,FR,https://www.undp.org/sites/g/files/zskgke326/files/2022-08/rblac-regional-programme-2022-2025-fr.pdf
LAC-NEP--,,Latin America and the Caribbean,LAC,NEP,intitle:'Latin America and the Caribbean Energy Policy',,,,,,,,,,
LAC-NREP-2010-EN,,Latin America and the Caribbean,LAC,NREP,,,Y,Text,2010,2010,,2010,,EN,http://www.oas.org/dsd/publications/Unit/oea79e/oea79e.pdf
LAC-NREPl--,,Latin America and the Caribbean,LAC,NREPl,intitle:'Latin America and the Caribbean Renewable Energy Plan',,,,,,,,,,
LAC-NETS--,,Latin America and the Caribbean,LAC,NETS,intitle:'Latin America and the Caribbean Energy Transition Strategy',,,,,,,,,,
LAC-NES--,,Latin America and the Caribbean,LAC,NES,intitle:'Latin America and the Caribbean Energy Strategy',,,,,,,,,,
LAC-NEEP--,,Latin America and the Caribbean,LAC,NEEP,intitle:'Latin America and the Caribbean Energy Efficiency Plan',,,,,,,,,,
LAC-NEPro--,,Latin America and the Caribbean,LAC,NEPro,intitle:'Latin America and the Caribbean Energy Profile',,,,,,,,,,
LAC-NEPF--,,Latin America and the Caribbean,LAC,NEPF,intitle:'Latin America and the Caribbean Energy Policy Frameworks',,,,,,,,,,
LAC-NRER--,,Latin America and the Caribbean,LAC,NRER,intitle:'Latin America and the Caribbean Renewable Energy Roadmap',,,,,,,,,,
LAC-NREIP--,,Latin America and the Caribbean,LAC,NREIP,intitle:'Latin America and the Caribbean Renewable Energy Investment Plan',,,,,,,,,,
LAC-AREA--,,Latin America and the Caribbean,LAC,AREA,intitle:'Latin America and the Caribbean Atomic Energy Regulatory Act',,,,,,,,,,
LAC-ASE--,,Latin America and the Caribbean,LAC,ASE,intitle:'Latin America and the Caribbean Achieving Sustainable Energ',,,,,,,,,,
LAC-LCEDP--,,Latin America and the Caribbean,LAC,LCEDP,intitle:'Latin America and the Caribbean Least Cost Energy Development Plan',,,,,,,,,,
LAC-NECP--,,Latin America and the Caribbean,LAC,NECP,intitle:'Latin America and the Caribbean Energy and Climate Plan',,,,,,,,,,
LAC-NEDS--,,Latin America and the Caribbean,LAC,NEDS,intitle:'Latin America and the Caribbean Energy Development Strategy',,,,,,,,,,
LAC-NGP--,,Latin America and the Caribbean,LAC,NGP,intitle:'Latin America and the Caribbean Gas Policy',,,,,,,,,,
LAC-NREAP--,,Latin America and the Caribbean,LAC,NREAP,intitle:'Latin America and the Caribbean Renewable Energy Action Plan',,,,,,,,,,
LAC-NREDS--,,Latin America and the Caribbean,LAC,NREDS,intitle:'Latin America and the Caribbean Renewable Energy Development Strategy',,,,,,,,,,
LAC-NREEP--,,Latin America and the Caribbean,LAC,NREEP,intitle:'Latin America and the Caribbean Rational and Efficient use of Energy Plan',,,,,,,,,,
LAC-NRES--,,Latin America and the Caribbean,LAC,NRES,intitle:'Latin America and the Caribbean /Renewable Energy Strategy',,,,,,,,,,
LAC-SREP--,,Latin America and the Caribbean,LAC,SREP,intitle:'Latin America and the Caribbean Scaling Up Renewable Energy Program',,,,,,,,,,
LAC-NSESDSP--,,Latin America and the Caribbean,LAC,NSESDSP,intitle:'Latin America and the Caribbean SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
LAC-SEP--,,Latin America and the Caribbean,LAC,SEP,intitle:'Latin America and the Caribbean Sustainable Energy Project',,,,,,,,,,
LAC-NER--,,Latin America and the Caribbean,LAC,NER,intitle:'Latin America and the Caribbean Energy Roadmap',,,,,,,,,,
LAC-NEPEAP--,,Latin America and the Caribbean,LAC,NEPEAP,intitle:'Latin America and the Caribbean Energy Policy and Energy Action Plan',,,,,,,,,,
LAC-NSAPES--,,Latin America and the Caribbean,LAC,NSAPES,intitle:'Latin America and the Caribbean Strategic Action Plan Energy Sector',,,,,,,,,,
LAC-NREEEP--,,Latin America and the Caribbean,LAC,NREEEP,intitle:'Latin America and the Caribbean Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
LAC-NSP--,,Latin America and the Caribbean,LAC,NSP,intitle:'Latin America and the Caribbean Strategic Plan',,,,,,,,,,
LAC-NEAP--,,Latin America and the Caribbean,LAC,NEAP,intitle:'Latin America and the Caribbean Energy Action Plan',,,,,,,,,,
LBN-CPD-2023-EN,,Lebanon,LBN,CPD,,,Y,Text,7–10 February 2023,2023,,2023,2027,EN,https://digitallibrary.un.org/record/3999578/files/E_ICEF_2023_P_L.10-EN.pdf?ln=en
LBN-CPD-2023-FR,,Lebanon,LBN,CPD,,,Y,Text,7–10 February 2023,2023,,2023,2027,FR,https://digitallibrary.un.org/record/3999578/files/E_ICEF_2023_P_L.10-FR.pdf?ln=en
LBN-CPD-2023-SP,,Lebanon,LBN,CPD,,,Y,Text,7–10 February 2023,2023,,2023,2027,SP,https://digitallibrary.un.org/record/3999578/files/E_ICEF_2023_P_L.10-ES.pdf?ln=en
LBN-NEPro-2022-EN,,Lebanon,LBN,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Middle-East/Lebanon_Middle-East_RE_SP.pdf?country=Lebanon&regionID=&countryID=01d313de-320e-4e8c-b175-b3ffa71e1e8e
LBN-NEP--,,Lebanon,LBN,NEP,intitle:'Lebanon Energy Policy',,,,,,,,,,
LBN-NREP-2020-EN,,Lebanon,LBN,NREP,,,Y,Data,2020,2020,,2020,2030,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Jun/IRENA_Outlook_Lebanon_2020.pdf?rev=3428f261e0844245b748a2cb6458748f
LBN-NREPl--,,Lebanon,LBN,NREPl,intitle:'Lebanon Renewable Energy Plan',,,,,,,,,,
LBN-NETS--,,Lebanon,LBN,NETS,intitle:'Lebanon Energy Transition Strategy',,,,,,,,,,
LBN-NES--,,Lebanon,LBN,NES,intitle:'Lebanon Energy Strategy',,,,,,,,,,
LBN-NEEP--,,Lebanon,LBN,NEEP,intitle:'Lebanon Energy Efficiency Plan',,,,,,,,,,
LBN-NEPF--,,Lebanon,LBN,NEPF,intitle:'Lebanon Energy Policy Frameworks',,,,,,,,,,
LBN-NRER--,,Lebanon,LBN,NRER,intitle:'Lebanon Renewable Energy Roadmap',,,,,,,,,,
LBN-NREIP--,,Lebanon,LBN,NREIP,intitle:'Lebanon Renewable Energy Investment Plan',,,,,,,,,,
LBN-AREA--,,Lebanon,LBN,AREA,intitle:'Lebanon Atomic Energy Regulatory Act',,,,,,,,,,
LBN-ASE--,,Lebanon,LBN,ASE,intitle:'Lebanon Achieving Sustainable Energ',,,,,,,,,,
LBN-LCEDP--,,Lebanon,LBN,LCEDP,intitle:'Lebanon Least Cost Energy Development Plan',,,,,,,,,,
LBN-NECP--,,Lebanon,LBN,NECP,intitle:'Lebanon Energy and Climate Plan',,,,,,,,,,
LBN-NEDS--,,Lebanon,LBN,NEDS,intitle:'Lebanon Energy Development Strategy',,,,,,,,,,
LBN-NGP--,,Lebanon,LBN,NGP,intitle:'Lebanon Gas Policy',,,,,,,,,,
LBN-NREAP--,,Lebanon,LBN,NREAP,intitle:'Lebanon Renewable Energy Action Plan',,,,,,,,,,
LBN-NREDS--,,Lebanon,LBN,NREDS,intitle:'Lebanon Renewable Energy Development Strategy',,,,,,,,,,
LBN-NREEP--,,Lebanon,LBN,NREEP,intitle:'Lebanon Rational and Efficient use of Energy Plan',,,,,,,,,,
LBN-NRES--,,Lebanon,LBN,NRES,intitle:'Lebanon /Renewable Energy Strategy',,,,,,,,,,
LBN-SREP--,,Lebanon,LBN,SREP,intitle:'Lebanon Scaling Up Renewable Energy Program',,,,,,,,,,
LBN-NSESDSP--,,Lebanon,LBN,NSESDSP,intitle:'Lebanon SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
LBN-SEP--,,Lebanon,LBN,SEP,intitle:'Lebanon Sustainable Energy Project',,,,,,,,,,
LBN-NER--,,Lebanon,LBN,NER,intitle:'Lebanon Energy Roadmap',,,,,,,,,,
LBN-NEPEAP--,,Lebanon,LBN,NEPEAP,intitle:'Lebanon Energy Policy and Energy Action Plan',,,,,,,,,,
LBN-NSAPES--,,Lebanon,LBN,NSAPES,intitle:'Lebanon Strategic Action Plan Energy Sector',,,,,,,,,,
LBN-NREEEP--,,Lebanon,LBN,NREEEP,intitle:'Lebanon Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
LBN-NSP--,,Lebanon,LBN,NSP,intitle:'Lebanon Strategic Plan',,,,,,,,,,
LBN-NEAP--,,Lebanon,LBN,NEAP,intitle:'Lebanon Energy Action Plan',,,,,,,,,,
LSO-CPD-2018-EN,,Lesotho,LSO,CPD,,,Y,Text,4-7 September 2018,2018,,2019,2023,EN,https://digitallibrary.un.org/record/1636224/files/DP_DCP_LSO_3-EN.pdf?ln=en
LSO-CPD-2018-SP,,Lesotho,LSO,CPD,,,Y,Text,4-7 September 2018,2018,,2019,2023,SP,https://digitallibrary.un.org/record/1636224/files/DP_DCP_LSO_3-ES.pdf?ln=en
LSO-CPD-2018-FR,,Lesotho,LSO,CPD,,,Y,Text,4-7 September 2018,2018,,2019,2023,FR,https://digitallibrary.un.org/record/1636224/files/DP_DCP_LSO_3-FR.pdf?ln=en
LSO-NEP-2011-EN,,Lesotho,LSO,NEP,,,Y,Text,2 February 2011,2011,,2015,2025,EN,https://cdn.climatepolicyradar.org/navigator/LSO/2005/lesotho-energy-policy-2015-2025_41921e33b005681ecb6e6802312a2173.pdf
LSO-NEPro-2022-EN,,Lesotho,LSO,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Africa/Lesotho_Africa_RE_SP.pdf?country=Lesotho&regionID=&countryID=b2e766a6-5dc9-4927-ab89-d119562ff0e4
LSO-NEP--,,Lesotho,LSO,NEP,intitle:'Lesotho Energy Policy',,,,,,,,,,
LSO-NREP--,,Lesotho,LSO,NREP,intitle:'Lesotho Renewable Energy Policy',,,,,,,,,,
LSO-NREPl--,,Lesotho,LSO,NREPl,intitle:'Lesotho Renewable Energy Plan',,,,,,,,,,
LSO-NETS--,,Lesotho,LSO,NETS,intitle:'Lesotho Energy Transition Strategy',,,,,,,,,,
LSO-NES--,,Lesotho,LSO,NES,intitle:'Lesotho Energy Strategy',,,,,,,,,,
LSO-NEEP--,,Lesotho,LSO,NEEP,intitle:'Lesotho Energy Efficiency Plan',,,,,,,,,,
