Code,Status,Country Name,Country Code,Category,KeyWord to Search,Document Title,Exists?,Type,Publication Date,Publication Year,,Start Year,End Year,Language,Link
LSO-NEPF--,,Lesotho,LSO,NEPF,intitle:'Lesotho Energy Policy Frameworks',,,,,,,,,,
LSO-NRER--,,Lesotho,LSO,NRER,intitle:'Lesotho Renewable Energy Roadmap',,,,,,,,,,
LSO-NREIP--,,Lesotho,LSO,NREIP,intitle:'Lesotho Renewable Energy Investment Plan',,,,,,,,,,
LSO-AREA--,,Lesotho,LSO,AREA,intitle:'Lesotho Atomic Energy Regulatory Act',,,,,,,,,,
LSO-ASE--,,Lesotho,LSO,ASE,intitle:'Lesotho Achieving Sustainable Energ',,,,,,,,,,
LSO-LCEDP--,,Lesotho,LSO,LCEDP,intitle:'Lesotho Least Cost Energy Development Plan',,,,,,,,,,
LSO-NECP--,,Lesotho,LSO,NECP,intitle:'Lesotho Energy and Climate Plan',,,,,,,,,,
LSO-NEDS--,,Lesotho,LSO,NEDS,intitle:'Lesotho Energy Development Strategy',,,,,,,,,,
LSO-NGP--,,Lesotho,LSO,NGP,intitle:'Lesotho Gas Policy',,,,,,,,,,
LSO-NREAP--,,Lesotho,LSO,NREAP,intitle:'Lesotho Renewable Energy Action Plan',,,,,,,,,,
LSO-NREDS--,,Lesotho,LSO,NREDS,intitle:'Lesotho Renewable Energy Development Strategy',,,,,,,,,,
LSO-NREEP--,,Lesotho,LSO,NREEP,intitle:'Lesotho Rational and Efficient use of Energy Plan',,,,,,,,,,
LSO-NRES--,,Lesotho,LSO,NRES,intitle:'Lesotho /Renewable Energy Strategy',,,,,,,,,,
LSO-SREP--,,Lesotho,LSO,SREP,intitle:'Lesotho Scaling Up Renewable Energy Program',,,,,,,,,,
LSO-NSESDSP--,,Lesotho,LSO,NSESDSP,intitle:'Lesotho SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
LSO-SEP--,,Lesotho,LSO,SEP,intitle:'Lesotho Sustainable Energy Project',,,,,,,,,,
LSO-NER--,,Lesotho,LSO,NER,intitle:'Lesotho Energy Roadmap',,,,,,,,,,
LSO-NEPEAP--,,Lesotho,LSO,NEPEAP,intitle:'Lesotho Energy Policy and Energy Action Plan',,,,,,,,,,
LSO-NSAPES--,,Lesotho,LSO,NSAPES,intitle:'Lesotho Strategic Action Plan Energy Sector',,,,,,,,,,
LSO-NREEEP--,,Lesotho,LSO,NREEEP,intitle:'Lesotho Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
LSO-NSP--,,Lesotho,LSO,NSP,intitle:'Lesotho Strategic Plan',,,,,,,,,,
LSO-NEAP--,,Lesotho,LSO,NEAP,intitle:'Lesotho Energy Action Plan',,,,,,,,,,
LBR-CPD-2019-EN,,Liberia,LBR,CPD,,,Y,Text,3-6 September 2019,2019,,2020,2024,EN,https://digitallibrary.un.org/record/3813067/files/DP_DCP_LBR_3-EN.pdf?ln=en
LBR-CPD-2019-SP,,Liberia,LBR,CPD,,,Y,Text,3-6 September 2019,2019,,2020,2024,SP,https://digitallibrary.un.org/record/3813067/files/DP_DCP_LBR_3-ES.pdf?ln=en
LBR-CPD-2019-FR,,Liberia,LBR,CPD,,,Y,Text,3-6 September 2019,2019,,2020,2024,FR,https://digitallibrary.un.org/record/3813067/files/DP_DCP_LBR_3-FR.pdf?ln=en
LBR-NEP-2009-EN,,Liberia,LBR,NEP,,,Y,Text,May 2009,2009,,2010,2020,EN,https://cdn.climatepolicyradar.org/navigator/LBR/2009/national-energy-policy_a06fbfe90fd4ec33c85e1e5ad51be6d5.pdf
LBR-NEPro-2022-EN,,Liberia,LBR,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Africa/Liberia_Africa_RE_SP.pdf?country=Liberia&regionID=&countryID=c5a504ea-4191-442a-962d-dc41e8b11b48
LBR-NEP--,,Liberia,LBR,NEP,intitle:'Liberia Energy Policy',,,,,,,,,,
LBR-NREP--,,Liberia,LBR,NREP,intitle:'Liberia Renewable Energy Policy',,,,,,,,,,
LBR-NREPl--,,Liberia,LBR,NREPl,intitle:'Liberia Renewable Energy Plan',,,,,,,,,,
LBR-NETS--,,Liberia,LBR,NETS,intitle:'Liberia Energy Transition Strategy',,,,,,,,,,
LBR-NES--,,Liberia,LBR,NES,intitle:'Liberia Energy Strategy',,,,,,,,,,
LBR-NEEP--,,Liberia,LBR,NEEP,intitle:'Liberia Energy Efficiency Plan',,,,,,,,,,
LBR-NEPF--,,Liberia,LBR,NEPF,intitle:'Liberia Energy Policy Frameworks',,,,,,,,,,
LBR-NRER--,,Liberia,LBR,NRER,intitle:'Liberia Renewable Energy Roadmap',,,,,,,,,,
LBR-NREIP--,,Liberia,LBR,NREIP,intitle:'Liberia Renewable Energy Investment Plan',,,,,,,,,,
LBR-AREA--,,Liberia,LBR,AREA,intitle:'Liberia Atomic Energy Regulatory Act',,,,,,,,,,
LBR-ASE--,,Liberia,LBR,ASE,intitle:'Liberia Achieving Sustainable Energ',,,,,,,,,,
LBR-LCEDP--,,Liberia,LBR,LCEDP,intitle:'Liberia Least Cost Energy Development Plan',,,,,,,,,,
LBR-NECP--,,Liberia,LBR,NECP,intitle:'Liberia Energy and Climate Plan',,,,,,,,,,
LBR-NEDS--,,Liberia,LBR,NEDS,intitle:'Liberia Energy Development Strategy',,,,,,,,,,
LBR-NGP--,,Liberia,LBR,NGP,intitle:'Liberia Gas Policy',,,,,,,,,,
LBR-NREAP--,,Liberia,LBR,NREAP,intitle:'Liberia Renewable Energy Action Plan',,,,,,,,,,
LBR-NREDS--,,Liberia,LBR,NREDS,intitle:'Liberia Renewable Energy Development Strategy',,,,,,,,,,
LBR-NREEP--,,Liberia,LBR,NREEP,intitle:'Liberia Rational and Efficient use of Energy Plan',,,,,,,,,,
LBR-NRES--,,Liberia,LBR,NRES,intitle:'Liberia /Renewable Energy Strategy',,,,,,,,,,
LBR-SREP--,,Liberia,LBR,SREP,intitle:'Liberia Scaling Up Renewable Energy Program',,,,,,,,,,
LBR-NSESDSP--,,Liberia,LBR,NSESDSP,intitle:'Liberia SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
LBR-SEP--,,Liberia,LBR,SEP,intitle:'Liberia Sustainable Energy Project',,,,,,,,,,
LBR-NER--,,Liberia,LBR,NER,intitle:'Liberia Energy Roadmap',,,,,,,,,,
LBR-NEPEAP--,,Liberia,LBR,NEPEAP,intitle:'Liberia Energy Policy and Energy Action Plan',,,,,,,,,,
LBR-NSAPES--,,Liberia,LBR,NSAPES,intitle:'Liberia Strategic Action Plan Energy Sector',,,,,,,,,,
LBR-NREEEP--,,Liberia,LBR,NREEEP,intitle:'Liberia Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
LBR-NSP--,,Liberia,LBR,NSP,intitle:'Liberia Strategic Plan',,,,,,,,,,
LBR-NEAP--,,Liberia,LBR,NEAP,intitle:'Liberia Energy Action Plan',,,,,,,,,,
LBY-CPD-2022-EN,,Libya,LBY,CPD,,,Y,Text,29 August to 1 September 2022,2022,,2023,2027,EN,https://digitallibrary.un.org/record/3982476/files/DP_DCP_LBY_4-EN.pdf?ln=en
LBY-CPD-2022-FR,,Libya,LBY,CPD,,,Y,Text,29 August to 1 September 2022,2022,,2023,2027,FR,https://digitallibrary.un.org/record/3982476/files/DP_DCP_LBY_4-FR.pdf?ln=en
LBY-CPD-2022-SP,,Libya,LBY,CPD,,,Y,Text,29 August to 1 September 2022,2022,,2023,2027,SP,https://digitallibrary.un.org/record/3982476/files/DP_DCP_LBY_4-ES.pdf?ln=en
LBY-NEP-2012-EN,,Libya,LBY,NEP,,,Y,Text,September 2012,2012,,2013,2025,EN,https://cdn.climatepolicyradar.org/navigator/LBY/2012/libya-renewable-energy-strategic-plan-2013-2025_e4b64e19a4545d2a97594fee903df6fc.pdf
LBY-NEPro-2022-EN,,Libya,LBY,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Africa/Libya_Africa_RE_SP.pdf?country=Libya&regionID=&countryID=fc03a222-7a2c-4423-b916-78000e44caf7
LBY-NEP--,,Libya,LBY,NEP,intitle:'Libya Energy Policy',,,,,,,,,,
LBY-NREP--,,Libya,LBY,NREP,intitle:'Libya Renewable Energy Policy',,,,,,,,,,
LBY-NREPl--,,Libya,LBY,NREPl,intitle:'Libya Renewable Energy Plan',,,,,,,,,,
LBY-NETS--,,Libya,LBY,NETS,intitle:'Libya Energy Transition Strategy',,,,,,,,,,
LBY-NES--,,Libya,LBY,NES,intitle:'Libya Energy Strategy',,,,,,,,,,
LBY-NEEP--,,Libya,LBY,NEEP,intitle:'Libya Energy Efficiency Plan',,,,,,,,,,
LBY-NEPF--,,Libya,LBY,NEPF,intitle:'Libya Energy Policy Frameworks',,,,,,,,,,
LBY-NRER--,,Libya,LBY,NRER,intitle:'Libya Renewable Energy Roadmap',,,,,,,,,,
LBY-NREIP--,,Libya,LBY,NREIP,intitle:'Libya Renewable Energy Investment Plan',,,,,,,,,,
LBY-AREA--,,Libya,LBY,AREA,intitle:'Libya Atomic Energy Regulatory Act',,,,,,,,,,
LBY-ASE--,,Libya,LBY,ASE,intitle:'Libya Achieving Sustainable Energ',,,,,,,,,,
LBY-LCEDP--,,Libya,LBY,LCEDP,intitle:'Libya Least Cost Energy Development Plan',,,,,,,,,,
LBY-NECP--,,Libya,LBY,NECP,intitle:'Libya Energy and Climate Plan',,,,,,,,,,
LBY-NEDS--,,Libya,LBY,NEDS,intitle:'Libya Energy Development Strategy',,,,,,,,,,
LBY-NGP--,,Libya,LBY,NGP,intitle:'Libya Gas Policy',,,,,,,,,,
LBY-NREAP--,,Libya,LBY,NREAP,intitle:'Libya Renewable Energy Action Plan',,,,,,,,,,
LBY-NREDS--,,Libya,LBY,NREDS,intitle:'Libya Renewable Energy Development Strategy',,,,,,,,,,
LBY-NREEP--,,Libya,LBY,NREEP,intitle:'Libya Rational and Efficient use of Energy Plan',,,,,,,,,,
LBY-NRES--,,Libya,LBY,NRES,intitle:'Libya /Renewable Energy Strategy',,,,,,,,,,
LBY-SREP--,,Libya,LBY,SREP,intitle:'Libya Scaling Up Renewable Energy Program',,,,,,,,,,
LBY-NSESDSP--,,Libya,LBY,NSESDSP,intitle:'Libya SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
LBY-SEP--,,Libya,LBY,SEP,intitle:'Libya Sustainable Energy Project',,,,,,,,,,
LBY-NER--,,Libya,LBY,NER,intitle:'Libya Energy Roadmap',,,,,,,,,,
LBY-NEPEAP--,,Libya,LBY,NEPEAP,intitle:'Libya Energy Policy and Energy Action Plan',,,,,,,,,,
LBY-NSAPES--,,Libya,LBY,NSAPES,intitle:'Libya Strategic Action Plan Energy Sector',,,,,,,,,,
LBY-NREEEP--,,Libya,LBY,NREEEP,intitle:'Libya Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
LBY-NSP--,,Libya,LBY,NSP,intitle:'Libya Strategic Plan',,,,,,,,,,
LBY-NEAP--,,Libya,LBY,NEAP,intitle:'Libya Energy Action Plan',,,,,,,,,,
MDG-CPD-2021-EN,,Madagascar,MDG,CPD,,,Y,Text,30 August – 2 September 2021,2021,,2021,2023,EN,https://digitallibrary.un.org/record/3933172/files/DP_DCP_MDG_4-EN.pdf?ln=en
MDG-CPD-2021-SP,,Madagascar,MDG,CPD,,,Y,Text,30 August – 2 September 2021,2021,,2021,2023,SP,https://digitallibrary.un.org/record/3933172/files/DP_DCP_MDG_4-ES.pdf?ln=en
MDG-CPD-2021-FR,,Madagascar,MDG,CPD,,,Y,Text,30 August – 2 September 2021,2021,,2021,2023,FR,https://digitallibrary.un.org/record/3933172/files/DP_DCP_MDG_4-FR.pdf?ln=en
MDG-NEPro-2022-EN,,Madagascar,MDG,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Africa/Madagascar_Africa_RE_SP.pdf?country=Madagascar&regionID=&countryID=f710bb89-7374-40b3-91e4-4018331c82f6
MDG-NEP--,,Madagascar,MDG,NEP,intitle:'Madagascar Energy Policy',,,,,,,,,,
MDG-NREP--,,Madagascar,MDG,NREP,intitle:'Madagascar Renewable Energy Policy',,,,,,,,,,
MDG-NREPl--,,Madagascar,MDG,NREPl,intitle:'Madagascar Renewable Energy Plan',,,,,,,,,,
MDG-NETS--,,Madagascar,MDG,NETS,intitle:'Madagascar Energy Transition Strategy',,,,,,,,,,
MDG-NES--,,Madagascar,MDG,NES,intitle:'Madagascar Energy Strategy',,,,,,,,,,
MDG-NEEP--,,Madagascar,MDG,NEEP,intitle:'Madagascar Energy Efficiency Plan',,,,,,,,,,
MDG-NEPF--,,Madagascar,MDG,NEPF,intitle:'Madagascar Energy Policy Frameworks',,,,,,,,,,
MDG-NRER--,,Madagascar,MDG,NRER,intitle:'Madagascar Renewable Energy Roadmap',,,,,,,,,,
MDG-NREIP--,,Madagascar,MDG,NREIP,intitle:'Madagascar Renewable Energy Investment Plan',,,,,,,,,,
MDG-AREA--,,Madagascar,MDG,AREA,intitle:'Madagascar Atomic Energy Regulatory Act',,,,,,,,,,
MDG-ASE--,,Madagascar,MDG,ASE,intitle:'Madagascar Achieving Sustainable Energ',,,,,,,,,,
MDG-LCEDP--,,Madagascar,MDG,LCEDP,intitle:'Madagascar Least Cost Energy Development Plan',,,,,,,,,,
MDG-NECP--,,Madagascar,MDG,NECP,intitle:'Madagascar Energy and Climate Plan',,,,,,,,,,
MDG-NEDS--,,Madagascar,MDG,NEDS,intitle:'Madagascar Energy Development Strategy',,,,,,,,,,
MDG-NGP--,,Madagascar,MDG,NGP,intitle:'Madagascar Gas Policy',,,,,,,,,,
MDG-NREAP--,,Madagascar,MDG,NREAP,intitle:'Madagascar Renewable Energy Action Plan',,,,,,,,,,
MDG-NREDS--,,Madagascar,MDG,NREDS,intitle:'Madagascar Renewable Energy Development Strategy',,,,,,,,,,
MDG-NREEP--,,Madagascar,MDG,NREEP,intitle:'Madagascar Rational and Efficient use of Energy Plan',,,,,,,,,,
MDG-NRES--,,Madagascar,MDG,NRES,intitle:'Madagascar /Renewable Energy Strategy',,,,,,,,,,
MDG-SREP--,,Madagascar,MDG,SREP,intitle:'Madagascar Scaling Up Renewable Energy Program',,,,,,,,,,
MDG-NSESDSP--,,Madagascar,MDG,NSESDSP,intitle:'Madagascar SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
MDG-SEP--,,Madagascar,MDG,SEP,intitle:'Madagascar Sustainable Energy Project',,,,,,,,,,
MDG-NER--,,Madagascar,MDG,NER,intitle:'Madagascar Energy Roadmap',,,,,,,,,,
MDG-NEPEAP--,,Madagascar,MDG,NEPEAP,intitle:'Madagascar Energy Policy and Energy Action Plan',,,,,,,,,,
MDG-NSAPES--,,Madagascar,MDG,NSAPES,intitle:'Madagascar Strategic Action Plan Energy Sector',,,,,,,,,,
MDG-NREEEP--,,Madagascar,MDG,NREEEP,intitle:'Madagascar Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
MDG-NSP--,,Madagascar,MDG,NSP,intitle:'Madagascar Strategic Plan',,,,,,,,,,
MDG-NEAP--,,Madagascar,MDG,NEAP,intitle:'Madagascar Energy Action Plan',,,,,,,,,,
MWI-CPD-2018-EN,,Malawi,MWI,CPD,,,Y,Text,4-8 June 2018,2018,,2019,2023,EN,https://digitallibrary.un.org/record/1486237/files/DP_DCP_MWI_3-EN.pdf?ln=en
MWI-CPD-2018-SP,,Malawi,MWI,CPD,,,Y,Text,4-8 June 2018,2018,,2019,2023,SP,https://digitallibrary.un.org/record/1486237/files/DP_DCP_MWI_3-ES.pdf?ln=en
MWI-CPD-2018-FR,,Malawi,MWI,CPD,,,Y,Text,4-8 June 2018,2018,,2019,2023,FR,https://digitallibrary.un.org/record/1486237/files/DP_DCP_MWI_3-FR.pdf?ln=en
MWI-NEP-2018-EN,,Malawi,MWI,NEP,,,Y,Text,July 2018,2018,,2017,2027,EN,https://cdn.climatepolicyradar.org/navigator/MWI/2018/national-energy-policy_491b5c9ef2c83d06c4c67f6810d9f24d.pdf
MWI-NEPro-2022-EN,,Malawi,MWI,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Africa/Malawi_Africa_RE_SP.pdf?country=Malawi&regionID=&countryID=8bb5fdd2-9f68-4801-9774-3418a67fef8b
MWI-NEP--,,Malawi,MWI,NEP,intitle:'Malawi Energy Policy',,,,,,,,,,
MWI-NREP--,,Malawi,MWI,NREP,intitle:'Malawi Renewable Energy Policy',,,,,,,,,,
MWI-NREPl--,,Malawi,MWI,NREPl,intitle:'Malawi Renewable Energy Plan',,,,,,,,,,
MWI-NETS--,,Malawi,MWI,NETS,intitle:'Malawi Energy Transition Strategy',,,,,,,,,,
MWI-NES--,,Malawi,MWI,NES,intitle:'Malawi Energy Strategy',,,,,,,,,,
MWI-NEEP--,,Malawi,MWI,NEEP,intitle:'Malawi Energy Efficiency Plan',,,,,,,,,,
MWI-NEPF--,,Malawi,MWI,NEPF,intitle:'Malawi Energy Policy Frameworks',,,,,,,,,,
MWI-NRER--,,Malawi,MWI,NRER,intitle:'Malawi Renewable Energy Roadmap',,,,,,,,,,
MWI-NREIP--,,Malawi,MWI,NREIP,intitle:'Malawi Renewable Energy Investment Plan',,,,,,,,,,
MWI-AREA--,,Malawi,MWI,AREA,intitle:'Malawi Atomic Energy Regulatory Act',,,,,,,,,,
MWI-ASE--,,Malawi,MWI,ASE,intitle:'Malawi Achieving Sustainable Energ',,,,,,,,,,
MWI-LCEDP--,,Malawi,MWI,LCEDP,intitle:'Malawi Least Cost Energy Development Plan',,,,,,,,,,
MWI-NECP--,,Malawi,MWI,NECP,intitle:'Malawi Energy and Climate Plan',,,,,,,,,,
MWI-NEDS--,,Malawi,MWI,NEDS,intitle:'Malawi Energy Development Strategy',,,,,,,,,,
MWI-NGP--,,Malawi,MWI,NGP,intitle:'Malawi Gas Policy',,,,,,,,,,
MWI-NREAP--,,Malawi,MWI,NREAP,intitle:'Malawi Renewable Energy Action Plan',,,,,,,,,,
MWI-NREDS--,,Malawi,MWI,NREDS,intitle:'Malawi Renewable Energy Development Strategy',,,,,,,,,,
MWI-NREEP--,,Malawi,MWI,NREEP,intitle:'Malawi Rational and Efficient use of Energy Plan',,,,,,,,,,
MWI-NRES--,,Malawi,MWI,NRES,intitle:'Malawi /Renewable Energy Strategy',,,,,,,,,,
MWI-SREP--,,Malawi,MWI,SREP,intitle:'Malawi Scaling Up Renewable Energy Program',,,,,,,,,,
MWI-NSESDSP--,,Malawi,MWI,NSESDSP,intitle:'Malawi SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
MWI-SEP--,,Malawi,MWI,SEP,intitle:'Malawi Sustainable Energy Project',,,,,,,,,,
MWI-NER--,,Malawi,MWI,NER,intitle:'Malawi Energy Roadmap',,,,,,,,,,
MWI-NEPEAP--,,Malawi,MWI,NEPEAP,intitle:'Malawi Energy Policy and Energy Action Plan',,,,,,,,,,
MWI-NSAPES--,,Malawi,MWI,NSAPES,intitle:'Malawi Strategic Action Plan Energy Sector',,,,,,,,,,
MWI-NREEEP--,,Malawi,MWI,NREEEP,intitle:'Malawi Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
MWI-NSP--,,Malawi,MWI,NSP,intitle:'Malawi Strategic Plan',,,,,,,,,,
MWI-NEAP--,,Malawi,MWI,NEAP,intitle:'Malawi Energy Action Plan',,,,,,,,,,
MYS-CPD-2022-EN,,Malaysia,MYS,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2025,EN,https://digitallibrary.un.org/record/3952467/files/DP_DCP_MYS_4-EN.pdf?ln=en
MYS-CPD-2022-SP,,Malaysia,MYS,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2025,SP,https://digitallibrary.un.org/record/3952467/files/DP_DCP_MYS_4-ES.pdf?ln=en
MYS-CPD-2022-FR,,Malaysia,MYS,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2025,FR,https://digitallibrary.un.org/record/3952467/files/DP_DCP_MYS_4-FR.pdf?ln=en
MYS-NEP-2015-EN,,Malaysia,MYS,NEP,,,Y,Text,2015,2015,,,,EN,https://policy.asiapacificenergy.org/sites/default/files/National%20Energy%20Efficiency%20Action%20Plan%20%28NEEAP%29%20.pdf
MYS-NEP-2001-EN,,Malaysia,MYS,NEP,,,Y,Text,2001,2001,,2001,2005,EN,https://policy.asiapacificenergy.org/sites/default/files/8th_msia_plan_c11_cont.pdf
MYS-NEPro-2022-EN,,Malaysia,MYS,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Asia/Malaysia_Asia_RE_SP.pdf?country=Malaysia&regionID=&countryID=ee79fa4a-560b-49d3-ae54-30ddd580d244
MYS-NEP--,,Malaysia,MYS,NEP,intitle:'Malaysia Energy Policy',,,,,,,,,,
MYS-NREP--,,Malaysia,MYS,NREP,intitle:'Malaysia Renewable Energy Policy',,,,,,,,,,
MYS-NREPl--,,Malaysia,MYS,NREPl,intitle:'Malaysia Renewable Energy Plan',,,,,,,,,,
MYS-NETS-2023-EN,,Malaysia,MYS,NETS,,,Y,Data,2023,2023,,2023,2050,EN,https://mc-cd8320d4-36a1-40ac-83cc-3389-cdn-endpoint.azureedge.net/-/media/Files/IRENA/Agency/Publication/2023/Mar/IRENA_Malaysia_energy_transition_outlook_2023.pdf?rev=b95f3ef90d3847bfb552f02bdde21529
MYS-NES--,,Malaysia,MYS,NES,intitle:'Malaysia Energy Strategy',,,,,,,,,,
MYS-NEEP--,,Malaysia,MYS,NEEP,intitle:'Malaysia Energy Efficiency Plan',,,,,,,,,,
MYS-NEPF--,,Malaysia,MYS,NEPF,intitle:'Malaysia Energy Policy Frameworks',,,,,,,,,,
MYS-NRER--,,Malaysia,MYS,NRER,intitle:'Malaysia Renewable Energy Roadmap',,,,,,,,,,
MYS-NREIP--,,Malaysia,MYS,NREIP,intitle:'Malaysia Renewable Energy Investment Plan',,,,,,,,,,
MYS-AREA--,,Malaysia,MYS,AREA,intitle:'Malaysia Atomic Energy Regulatory Act',,,,,,,,,,
MYS-ASE--,,Malaysia,MYS,ASE,intitle:'Malaysia Achieving Sustainable Energ',,,,,,,,,,
MYS-LCEDP--,,Malaysia,MYS,LCEDP,intitle:'Malaysia Least Cost Energy Development Plan',,,,,,,,,,
MYS-NECP--,,Malaysia,MYS,NECP,intitle:'Malaysia Energy and Climate Plan',,,,,,,,,,
MYS-NEDS--,,Malaysia,MYS,NEDS,intitle:'Malaysia Energy Development Strategy',,,,,,,,,,
MYS-NGP--,,Malaysia,MYS,NGP,intitle:'Malaysia Gas Policy',,,,,,,,,,
MYS-NREAP--,,Malaysia,MYS,NREAP,intitle:'Malaysia Renewable Energy Action Plan',,,,,,,,,,
MYS-NREDS--,,Malaysia,MYS,NREDS,intitle:'Malaysia Renewable Energy Development Strategy',,,,,,,,,,
MYS-NREEP--,,Malaysia,MYS,NREEP,intitle:'Malaysia Rational and Efficient use of Energy Plan',,,,,,,,,,
MYS-NRES--,,Malaysia,MYS,NRES,intitle:'Malaysia /Renewable Energy Strategy',,,,,,,,,,
MYS-SREP--,,Malaysia,MYS,SREP,intitle:'Malaysia Scaling Up Renewable Energy Program',,,,,,,,,,
MYS-NSESDSP--,,Malaysia,MYS,NSESDSP,intitle:'Malaysia SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,,,,,,,,,
MYS-SEP--,,Malaysia,MYS,SEP,intitle:'Malaysia Sustainable Energy Project',,,,,,,,,,
MYS-NER--,,Malaysia,MYS,NER,intitle:'Malaysia Energy Roadmap',,,,,,,,,,
MYS-NEPEAP--,,Malaysia,MYS,NEPEAP,intitle:'Malaysia Energy Policy and Energy Action Plan',,,,,,,,,,
MYS-NSAPES--,,Malaysia,MYS,NSAPES,intitle:'Malaysia Strategic Action Plan Energy Sector',,,,,,,,,,
MYS-NREEEP--,,Malaysia,MYS,NREEEP,intitle:'Malaysia Renewable Electricity and Energy Efficiency Plan',,,,,,,,,,
MYS-NSP--,,Malaysia,MYS,NSP,intitle:'Malaysia Strategic Plan',,,,,,,,,,
MYS-NEAP--,,Malaysia,MYS,NEAP,intitle:'Malaysia Energy Action Plan',,,,,,,,,,
MDV-CPD-2022-EN,,Maldives,MDV,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2026,EN,https://digitallibrary.un.org/record/3952463/files/DP_DCP_MDV_4-EN.pdf?ln=en
MDV-CPD-2022-SP,,Maldives,MDV,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2026,SP,https://digitallibrary.un.org/record/3952463/files/DP_DCP_MDV_4-ES.pdf?ln=en
MDV-CPD-2022-FR,,Maldives,MDV,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2026,FR,https://digitallibrary.un.org/record/3952463/files/DP_DCP_MDV_4-FR.pdf?ln=en
MDV-NEP-2010-EN,,Maldives,MDV,NEP,,,Y,Text,2010,2010,,,,EN,https://policy.asiapacificenergy.org/sites/default/files/National-Energy-Policy-and-Strategy-2010.pdf
MDV-NEP-2016-EN,,Maldives,MDV,NEP,,,Y,Text,2016,2016,,,,EN,https://policy.asiapacificenergy.org/sites/default/files/Maldives%20National%20Energy%20Policy%20and%20Strategy%202016%20%28EN%29.pdf
MDV-NREIP-2013-EN,,Maldives,MDV,NREIP,,,Y,Text,2013,2013,,2013,2017,EN,https://policy.asiapacificenergy.org/sites/default/files/Maldives%20SREP%202013-2017%20%28EN%29.pdf
MDV-NEPro-2022-EN,,Maldives,MDV,NEPro,,,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Asia/Maldives_Asia_RE_SP.pdf?country=Maldives&regionID=&countryID=06d72c26-3c80-400e-bf94-d72d74d4574d
MDV-NEP--,,Maldives,MDV,NEP,intitle:'Maldives Energy Policy',,,,,,,,,,
MDV-NREP--,,Maldives,MDV,NREP,intitle:'Maldives Renewable Energy Policy',,,,,,,,,,
MDV-NREPl--,,Maldives,MDV,NREPl,intitle:'Maldives Renewable Energy Plan',,,,,,,,,,
MDV-NETS--,,Maldives,MDV,NETS,intitle:'Maldives Energy Transition Strategy',,,,,,,,,,
MDV-NES--,,Maldives,MDV,NES,intitle:'Maldives Energy Strategy',,,,,,,,,,
MDV-NEEP--,,Maldives,MDV,NEEP,intitle:'Maldives Energy Efficiency Plan',,,,,,,,,,
MDV-NEPF--,,Maldives,MDV,NEPF,intitle:'Maldives Energy Policy Frameworks',,,,,,,,,,
MDV-NRER-2015-EN,,Maldives,MDV,NRER,,,Y,Data,2015,2015,,2015,2030,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Events/2015/Sep/17/IRENA_Maldives_renewable_energy_roadmap.pdf?rev=babd926cb67045b58082a749f229e63c
MDV-AREA--,,Maldives,MDV,AREA,intitle:'Maldives Atomic Energy Regulatory Act',,,,,,,,,,
MDV-ASE--,,Maldives,MDV,ASE,intitle:'Maldives Achieving Sustainable Energ',,,,,,,,,,
MDV-LCEDP--,,Maldives,MDV,LCEDP,intitle:'Maldives Least Cost Energy Development Plan',,,,,,,,,,
